,ФК,ФК,ФК,ФК,ФК
,count,mean,std,amin,amax
ФК - реал,,,,,
6.448e-06,6,8.705885049215345e-06,2.1972916588697844e-06,4.613552061151184e-06,1.0582988917612134e-05
1.2896e-05,2,1.2878410431275203e-05,7.202932038090342e-06,7.785168342715682e-06,1.7971652519834723e-05
2.5792e-05,3,3.233120312638133e-05,4.044090115088411e-06,2.851129766428036e-05,3.6567291398283674e-05
5.1584e-05,5,5.6461342022701516e-05,2.664088900632417e-06,5.3165264561244084e-05,6.058218350569078e-05
0.000103168,8,0.00010984513285953033,3.7494836227411326e-06,0.00010193410363869901,0.00011449502622403575
0.000206336,8,0.0002153351523217769,6.055304014886817e-06,0.00020657553200937996,0.00022059597068177332
0.000412672,8,0.00043513977913459817,1.1019612181138116e-05,0.00041957549429884984,0.00044980570249244476
0.000825344,8,0.0008090271336498412,1.9094325562662397e-05,0.0007689908505558089,0.0008281814962274038
