,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,6.448e-06,6.448e-06,6.448e-06,6.448e-06,6.448e-06,6.448e-06,6.448e-06,6.448e-06,1.2896e-05,1.2896e-05,1.2896e-05,1.2896e-05,1.2896e-05,1.2896e-05,1.2896e-05,1.2896e-05,2.5792e-05,2.5792e-05,2.5792e-05,2.5792e-05,2.5792e-05,2.5792e-05,2.5792e-05,2.5792e-05,5.1584e-05,5.1584e-05,5.1584e-05,5.1584e-05,5.1584e-05,5.1584e-05,5.1584e-05,5.1584e-05,0.000103168,0.000103168,0.000103168,0.000103168,0.000103168,0.000103168,0.000103168,0.000103168,0.000206336,0.000206336,0.000206336,0.000206336,0.000206336,0.000206336,0.000206336,0.000206336,0.000412672,0.000412672,0.000412672,0.000412672,0.000412672,0.000412672,0.000412672,0.000412672,0.000825344,0.000825344,0.000825344,0.000825344,0.000825344,0.000825344,0.000825344,0.000825344
1,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696,1.2426e-06,2.4852e-06,4.905e-06,9.81e-06,1.962e-05,3.924e-05,7.848e-05,0.00015696
